id_cliente,fecha_registro,año_registro,mes_registro,trimestre_registro,nombre_completo,nombre_limpio,apellido,email,email_valido,dominio_email,edad,rango_edad,genero,pais,ciudad,codigo_postal,profesion,segmento_cliente,estado_cliente,fecha_ultima_compra,dias_sin_compra,total_compras,monto_total_gastado,ticket_promedio,frecuencia_compras_mes,antiguedad_dias,churn_risk,lifetime_value,canal_adquisicion,ultima_campania,num_reclamaciones,puntuacion_satisfaccion,activo,fecha_baja,motivo_baja,sucursal_preferida,dispositivo_preferido,acepta_newsletter,verificado_identidad,limite_credito,riesgo_fraude
1661,2020-08-15,2020,8,3,PEDRO  LOPEZ,Pedro,Lopez,pedro@hotmail.com,True,hotmail.com,-13,Menor,,España,,28001,Ingeniero,Básico,Baja Morosidad,2021-04-14,1869,1,207.96084570593993,207.96084570593993,0.014211274277593557,2111,Alto,35.95722817748369,,,9,4,0,2021-05-19,,Sur,Tablet,No,,706,Alto
1662,2023-12-21,2023,12,4,laura  LOPEZ,Laura,Lopez,correo_invalido_sin_arroba,False,,75,60+,M,Colombia,Madrid,28001,Estudiante,Premium,,2024-02-15,832,31,13231.231912982612,426.8139326768584,1.0472972972972971,888,Alto,5438.513117385871,,Navidad2023,0,,No,,,Centro,App Android,Sí,,3296,Alto
1663,2020-10-19,2020,10,4,miguel martinez,Miguel,Martinez,miguel@yahoo.com,True,yahoo.com,54,45-59,0,Chile,,CP_INVALIDO,Ingeniero,VIP,Baja Morosidad,2022-02-27,1550,33,9982.085727256703,302.48744628050616,0.4838709677419355,2046,Alto,1780.772869232012,Web,,0,5,Si,2021-04-17,,,,False,,11721,Alto
1664,2021-12-29,2021,12,4,carlos  garcia,Carlos,Garcia,carlos@empresa.es,True,empresa.es,64,60+,M,Colombia,CDMX,,Médico,,Activo,2022-03-30,1519,-22,$0,0,0,2046,Alto,,,Navidad2023,1,3,0,,,,Web Móvil,0,PENDIENTE,32,
1665,fecha_invalida,2023,4,2,ana   garcia,Ana,Garcia,,False,,41,30-44,0,España,,,Empresario,,Inactivo,2023-10-15,955,49,6883.075573025341,140.47093006174165,1.3078291814946619,1124,Alto,2235.1624414183716,Evento,Navidad2023,2,,True,,,Norte,Web Móvil,0,,842,
1666,2020-04-25,2020,4,2,fernandez,Desconocido,Fernandez,cliente1666@empresa.es,True,empresa.es,veinticinco,,F,Chile,CDMX,CP_INVALIDO,Empresario,Nuevo,Inactivo,2020-10-23,2042,34,2702.1763010131335,79.47577355920981,0.45883940620782726,2223,Alto,44367.7170431756,Referido,,0,4,0,,,,Tablet,False,PENDIENTE,312,
1667,2021-01-14,2021,1,1,LUIS fernandez,Luis,Fernandez,luisNone,False,,30,30-44,1,Colombia,Santiago,,Docente,VIP,Baja Voluntaria,2021-06-14,1808,43,6588.317906910952,153.216695509557,0.6584992343032159,1959,Alto,1227.5324328853994,,,6,,1,2021-10-10,,,,0,PENDIENTE,12286,Medio
1668,2022-12-07,2022,12,4,miguel  garcia,Miguel,Garcia,correo_invalido_sin_arroba,False,,38,30-44,,México,,28001,,VIP,Baja Morosidad,2024-01-06,872,31,10732.32996647529,346.20419246694485,0.7340173638516181,1267,Alto,3091.791979292408,,BlackFriday,4,1,True,2023-07-09,No usa,Centro,Web,1,VERIFICADO,8351,
1669,2023-05-06,2023,5,2,sofia,Sofia,,sofia@gmail.com,True,gmail.com,56,45-59,No especificado,Colombia,Bogotá,,Empresario,,Baja Voluntaria,2023-05-25,1098,15,3964.776850131294,264.3184566754196,0.4028648164726947,1117,Alto,1295.562712889814,Email Marketing,Primavera2024,0,2,No,2023-06-13,,Norte,App Android,0,PENDIENTE,327,Alto
1670,2020-03-31,2020,3,1,maria fernandez,Maria,Fernandez,maria@gmail.com,True,gmail.com,73,60+,No especificado,,Santiago,,Ingeniero,Inactivo,Activo,2020-06-03,2184,1,255.15321460131244,255.15321460131244,0.013345195729537365,2248,Alto,41.42834667681452,,,10,,Inactivo,,,,Web Móvil,Sí,,139,
1671,2023-10-09,2023,10,4,fernandez,Desconocido,Fernandez,cliente1671@yahoo.com,True,yahoo.com,78,60+,0,Chile,,28001,Docente,Premium,Bloqueado,2024-10-15,589,47,18863.412970070774,401.34921212916544,1.4672216441207075,961,Alto,7164.563719121574,App,Verano2023,2,1,True,,,,Web Móvil,1,RECHAZADO,3290,
1672,2020-04-08,2020,4,2,PEDRO fernandez,Pedro,Fernandez,pedro@hotmail.com,True,hotmail.com,-32,Menor,Otro,Colombia,,CP_INVALIDO,Médico,VIP,Baja Morosidad,2020-12-28,1976,-1,0,0,0,961,Alto,0.0,Evento,Primavera2024,7,N/A,True,2020-07-10,No usa,Centro,,1,RECHAZADO,14382,Crítico
1673,2021-05-12,2021,5,2,elena martinez,Elena,Martinez,elena@gmail.com,True,gmail.com,veinticinco,,,Argentina,Bogotá,08001,,Premium,Inactivo,2021-06-07,1815,19,6546.64793818775,344.56041779935526,0.309614340032591,1841,Alto,1297.9502973593312,Evento,Navidad2023,9,,No,,,,,0,,3906,Crítico
1674,fecha_invalida,2023,10,4,miguel martinez,Miguel,Martinez,correo_invalido_sin_arroba,False,,37,30-44,0,Colombia,Madrid,123,,,,2025-03-01,452,8,1817.707845706303,227.21348071328788,0.2510460251046025,956,Alto,693.999334396235,,BlackFriday,3,N/A,True,,,,,True,,753,
1675,23/07/2022,2022,7,3,maria rodriguez,Maria,Rodriguez,maria@gmail.com,True,gmail.com,75,60+,,México,Bogotá,,Jubilado,Inactivo,Inactivo,2023-05-04,1119,22,10283.974644187045,467.45339291759296,0.47008547008547014,1404,Alto,2673.540416758028,Evento,Navidad2023,5,1,False,,,Centro,Web Móvil,No,,281,Alto
1676,2020-11-26,2020,11,4,carlos,Carlos,,carlos@outlook.es,True,outlook.es,19,18-29,1,Chile,Buenos Aires,,Estudiante,,Baja Voluntaria,2021-05-19,1834,26,1778.6939119616106,68.4113043062158,0.3884462151394423,2008,Alto,323.3183654711095,Email Marketing,Primavera2024,4,,False,2021-05-01,No usa,Norte,,Sí,VERIFICADO,544,
1677,2022-02-02,2022,2,1,miguel  garcia,Miguel,Garcia,miguel@gmail.com,True,gmail.com,51,45-59,,Colombia,Barcelona,28001,Ingeniero,Inactivo,Bloqueado,2022-07-19,1408,31,$7404.684453995191,,0.5904761904761905,1575,Alto,,Web,,9,N/A,0,,,Sur,App iOS,True,VERIFICADO,146,Alto
1678,2023-04-19,2023,4,2,elena,Elena,,elena@empresa.es,True,empresa.es,64,60+,Otro,México,,CP_INVALIDO,Desempleado,VIP,,2024-09-11,623,39,4995.366114473559,128.08631062752715,1.0317460317460316,1134,Alto,1607.8559363164454,Web,Primavera2024,0,4,Inactivo,,,,Web,False,VERIFICADO,6780,Crítico
1679,2021-05-17,2021,5,2,ana   garcia,Ana,Garcia,ana@hotmail.com,True,hotmail.com,58,45-59,,México,Bogotá,,Jubilado,VIP,,,563,42,9435.100796914643,224.64525706939625,0.6862745098039216,1836,Alto,1875.7144830467562,Web,Primavera2024,1,1,True,,,,Web Móvil,True,VERIFICADO,14796,Crítico
1680,2021-02-10,2021,2,1,laura  LOPEZ,Laura,Lopez,correo_invalido_sin_arroba,False,,veinticinco,,0,Colombia,CDMX,08001,Ingeniero,Básico,Inactivo,2021-09-20,1710,-49,0,0,0,1836,Alto,0.0,App,,-10,5,1,,,Centro,,True,RECHAZADO,-769,
1681,2023-04-16,2023,4,2,laura  garcia,Laura,Garcia,laura@gmail.com,True,gmail.com,39,30-44,Otro,Chile,,08001,,Corporativo,Baja Voluntaria,2023-05-04,1119,50,4205.127845653475,84.10255691306949,1.3192612137203168,1137,Alto,1349.9311026064365,,Verano2023,9,0,1,2023-09-05,Mal servicio,Sur,,False,,608,Medio
1682,2021-07-22,2021,7,3,Cliente Anónimo,Desconocido,,cliente1682@gmail.com,True,gmail.com,69,60+,,,Barcelona,,Docente,Premium,Bloqueado,2021-09-06,1724,16,7830.815331990964,489.42595824943527,0.2711864406779661,1770,Alto,1614.8291503823175,Redes Sociales,,6,5,Inactivo,,,Sur,,True,,3479,Bajo
1683,fecha_invalida,2023,11,4,rodriguez,Desconocido,Rodriguez,cliente1683None,False,,-7,Menor,M,Chile,Barcelona,123,Jubilado,Inactivo,Inactivo,2024-02-26,821,13,789.0719893372685,60.69784533363604,0.42669584245076586,914,Alto,31511.080536991572,,Verano2023,2,2,False,,,,,Sí,PENDIENTE,244,
1684,2023-05-01,2023,5,2,elena rodriguez,Elena,Rodriguez,elena@hotmail.com,True,hotmail.com,22,18-29,,México,Barcelona,,Ingeniero,Básico,Bloqueado,2023-06-11,1081,43,8548.933303438891,198.81240240555562,1.1497326203208555,1122,Alto,2781.0701031686235,Referido,Navidad2023,4,3,Activo,,,Norte,,True,VERIFICADO,200,Medio
1685,2022-05-13,2022,5,2,sofia,Sofia,,sofia@empresa.es,True,empresa.es,43,30-44,M,Argentina,,123,,Premium,Baja Morosidad,2022-11-11,1293,48,15245.291250871967,317.61023439316597,0.976271186440678,1475,Alto,3772.5635976734025,Referido,,5,N/A,False,2022-11-16,Insatisfacción,Sur,Web,True,PENDIENTE,4450,Crítico
1686,2020-11-08,2020,11,4,elena sanchez,Elena,Sanchez,correo_invalido_sin_arroba,False,,52,45-59,F,,Buenos Aires,,,Nuevo,Activo,2021-06-13,1809,2,775.8946683586687,387.94733417933435,0.029615004935834154,2026,Alto,139.78359030153706,App,,2,2,Activo,,,Online,Web,1,RECHAZADO,541,Medio
1687,2022-08-15,2022,8,3,JAVIER  LOPEZ,Javier,Lopez,javier@outlook.es,True,outlook.es,veinticinco,,1,España,Barcelona,08001,,Nuevo,Bloqueado,2023-07-10,1052,46,2214.734547131905,48.14640319851967,0.999275887038378,1381,Alto,585.3570671275492,Web,,0,4,Activo,,,Online,App iOS,True,VERIFICADO,411,Bajo
1688,2021-10-17,2021,10,4,maria sanchez,Maria,Sanchez,maria@gmail.com,True,gmail.com,71,60+,0,,Santiago,,Médico,Inactivo,Activo,2021-10-17,1683,-19,0,0,0,1381,Alto,0.0,App,Verano2023,7,N/A,0,,,Norte,Web,False,PENDIENTE,145,Medio
1689,2021-05-24,2021,5,2,JAVIER  LOPEZ,Javier,Lopez,javierNone,False,,71,60+,No especificado,España,Bogotá,,Empresario,Premium,Baja Morosidad,2021-08-02,1759,7,2755.257985775967,393.608283682281,0.11481683980317113,1829,Alto,549.8464542417868,,Verano2023,2,0,Activo,2021-07-11,,,Tablet,Sí,PENDIENTE,4684,
1690,2021-04-17,2021,4,2,LUIS,Luis,,luis@hotmail.com,True,hotmail.com,24,18-29,,México,CDMX,08001,Jubilado,Corporativo,Activo,2021-07-13,1779,9,$840.4294851913955,,0.14469453376205788,1866,Alto,,,Navidad2023,4,1,True,,,,App Android,No,RECHAZADO,47,Bajo
1691,2021-05-11,2021,5,2,miguel,Miguel,,miguel@hotmail.com,True,hotmail.com,121,60+,0,Colombia,Barcelona,,Ingeniero,VIP,Baja Voluntaria,2021-08-02,1759,13,4243.916335075141,326.4551026980878,0.21172638436482083,1842,Alto,840.9497623791675,Email Marketing,,2,4,Activo,2021-10-25,Precio alto,Norte,Web Móvil,False,VERIFICADO,9218,Crítico
1692,fecha_invalida,2021,5,2,JAVIER sanchez,Javier,Sanchez,correo_invalido_sin_arroba,False,,32,30-44,M,Argentina,Bogotá,CP_INVALIDO,Estudiante,,Baja Voluntaria,2021-12-26,1613,27,12231.500866770375,453.01855062112503,0.4428649535265172,1829,Alto,2440.9501456376092,Referido,,6,3,Inactivo,2022-05-07,Insatisfacción,Online,Web Móvil,False,VERIFICADO,500,
1693,2020-11-26,2020,11,4,Cliente Anónimo,Desconocido,,cliente1693None,False,,50,45-59,Otro,España,Buenos Aires,CP_INVALIDO,Jubilado,VIP,Activo,2021-04-26,1857,11,4418.131646271645,401.6483314792404,0.16434262948207173,2008,Alto,803.0966388890191,,,8,0,0,,,Móvil,,False,,12933,
1694,2022-06-10,2022,6,2,sanchez,Desconocido,Sanchez,cliente1694@empresa.es,True,empresa.es,veinticinco,,M,España,CDMX,08001,,Nuevo,Baja Morosidad,2022-07-18,1409,30,-10225.885471641363,-340.86284905471206,0.6219765031098825,1447,Alto,-2579.4389752239786,Evento,,6,,1,2023-05-26,No usa,Online,,No,VERIFICADO,919,Alto
1695,2022-03-12,2022,3,1,Usuario Desconocido,Desconocido,,,False,,32,30-44,,España,,,Jubilado,Premium,Activo,2022-07-08,1419,40,12527.996703658995,313.1999175914749,0.7807417046193884,1537,Alto,2975.0935568220775,,,6,6,False,,,Sur,App Android,False,VERIFICADO,3321,Crítico
1696,2021-10-11,2021,10,4,miguel,Miguel,,miguel@gmail.com,True,gmail.com,78,60+,1,España,CDMX,CP_INVALIDO,Desempleado,Corporativo,Baja Voluntaria,2022-12-14,1260,-20,0,0,0,1537,Alto,0.0,,Navidad2023,6,3,True,2022-06-21,Insatisfacción,Online,Web,Sí,,989,
1697,2020-07-09,2020,7,3,elena fernandez,Elena,Fernandez,elena@empresa.es,True,empresa.es,75,60+,0,Chile,,,Médico,Corporativo,,2022-03-19,1530,35,3775.529354632039,107.87226727520111,0.4888268156424581,2148,Alto,641.5587590506026,Email Marketing,,4,,Si,,,,Web Móvil,False,RECHAZADO,654,
1698,2023-07-15,2023,7,3,miguel  LOPEZ,Miguel,Lopez,correo_invalido_sin_arroba,False,,59,45-59,No especificado,,Barcelona,08001,Médico,VIP,,2024-04-27,760,6,1158.0808682658499,193.0134780443083,0.17191977077363896,1047,Alto,403.72446696947014,Referido,Navidad2023,9,5,True,,,Centro,,True,,5517,Crítico
1699,2022-01-15,2022,1,1,carlos  LOPEZ,Carlos,Lopez,carlos@yahoo.com,True,yahoo.com,76,60+,Otro,España,Buenos Aires,,Médico,Nuevo,Baja Voluntaria,2022-03-15,1534,40,8125.714418015392,203.1428604503848,0.7532956685499058,1593,Alto,1861.8240819683729,Web,Primavera2024,8,0,Inactivo,2022-11-26,No usa,Norte,App iOS,Sí,PENDIENTE,549,Medio
1700,10/11/2022,2022,11,4,laura sanchez,Laura,Sanchez,laura@yahoo.com,True,yahoo.com,59,45-59,,España,,,,,Inactivo,2023-06-06,1086,40,10913.45026612151,272.83625665303776,0.9273570324574961,1294,Alto,307836.889268497,,Verano2023,9,1,False,,,Online,App iOS,False,,487,Medio
1701,fecha_invalida,2022,10,4,maria martinez,Maria,Martinez,maria@hotmail.com,True,hotmail.com,veinticinco,,1,México,Buenos Aires,123,,Inactivo,Inactivo,2022-12-10,1264,21,7997.066082854974,380.81267061214163,0.47727272727272724,1320,Alto,2211.3099395773224,App,Navidad2023,-5,,False,,,Centro,App Android,No,,925,Medio
1702,2022-09-10,2022,9,3,laura,Laura,,laura@empresa.es,True,empresa.es,71,60+,Otro,Argentina,,123,,Nuevo,Activo,,631,36,4501.811434793371,125.05031763314918,0.7970479704797049,1355,Alto,1212.6650728410186,Web,BlackFriday,7,4,0,,,Norte,,False,PENDIENTE,600,
1703,2020-09-01,2020,9,3,Cliente Anónimo,Desconocido,,cliente1703@gmail.com,True,gmail.com,63,60+,No especificado,Colombia,CDMX,,Médico,Nuevo,Baja Morosidad,2021-05-09,1844,47,$23412.005005116152,,0.673352435530086,2094,Alto,,Referido,Primavera2024,3,2,False,2021-04-11,Mal servicio,,,1,VERIFICADO,534,
1704,2021-06-02,2021,6,2,maria,Maria,,correo_invalido_sin_arroba,False,,51,45-59,,,Bogotá,28001,Desempleado,VIP,Activo,2022-10-15,1320,-46,0,0,0,2094,Alto,0.0,Email Marketing,Primavera2024,5,3,1,,,Sur,App Android,No,,-16991,Bajo
1705,2020-07-15,2020,7,3,maria,Maria,,maria@gmail.com,True,gmail.com,-40,Menor,M,España,Santiago,,Estudiante,Básico,Baja Morosidad,2021-01-19,1954,3,1004.196043829133,334.73201460971103,0.04201680672268908,2142,Alto,171.11650606798952,Evento,BlackFriday,10,0,Inactivo,2021-05-15,Competencia,Móvil,,1,,284,Alto
1706,2022-12-24,2022,12,4,ana  rodriguez,Ana,Rodriguez,ana@yahoo.com,True,yahoo.com,50,45-59,F,,Bogotá,28001,,VIP,Baja Voluntaria,2023-10-12,958,16,2269.0351106446856,141.81469441529285,0.384,1250,Alto,662.5582523082481,Evento,,9,N/A,False,2023-06-25,Precio alto,Norte,Web,False,,6431,Medio
1707,2020-10-11,2020,10,4,laura fernandez,Laura,Fernandez,laura@empresa.es,True,empresa.es,25,18-29,F,Colombia,,CP_INVALIDO,,Nuevo,Inactivo,2021-01-13,1960,24,2840.9361700045206,118.37234041685502,0.3505355404089581,2054,Alto,504.8401665295278,Evento,,1,4,True,,,Móvil,Web,No,,986,Medio
1708,2023-06-26,2023,6,2,maria martinez,Maria,Martinez,maria@outlook.es,True,outlook.es,veinticinco,,Otro,México,,,,Corporativo,Baja Morosidad,2024-03-29,789,25,10775.004867207175,431.000194688287,0.7035647279549718,1066,Alto,3689.377839146922,App,BlackFriday,10,3,Activo,2023-09-19,,,App Android,True,VERIFICADO,926,Alto
1709,2022-11-07,2022,11,4,JAVIER  LOPEZ,Javier,Lopez,javier@outlook.es,True,outlook.es,63,60+,,España,Bogotá,CP_INVALIDO,,VIP,Baja Morosidad,2023-07-03,1059,29,12359.929277026149,426.2044578284879,0.6707787201233616,1297,Alto,3478.3147155856163,,BlackFriday,10,5,True,2023-04-23,Mal servicio,,Web,0,PENDIENTE,10429,Alto
1710,fecha_invalida,2020,7,3,maria,Maria,,correo_invalido_sin_arroba,False,,122,60+,No especificado,España,Buenos Aires,28001,Ingeniero,,Inactivo,2020-08-03,2123,7,1884.7892988010103,269.25561411443005,0.0979020979020979,2145,Alto,320.7217221735985,Email Marketing,BlackFriday,5,0,False,,,,App iOS,True,,721,Medio
1711,2022-08-26,2022,8,3,fernandez,Desconocido,Fernandez,cliente1711@outlook.es,True,outlook.es,42,30-44,No especificado,Chile,Buenos Aires,28001,Jubilado,Inactivo,Baja Voluntaria,2023-07-03,1059,42,3365.276301435055,80.12562622464417,0.9197080291970803,1370,Alto,896.5882116962007,Email Marketing,Primavera2024,9,2,1,2022-10-26,No usa,Centro,App iOS,True,RECHAZADO,568,Bajo
1712,2022-07-27,2022,7,3,sofia,Sofia,,sofia@hotmail.com,True,hotmail.com,56,45-59,Otro,,,28001,Ingeniero,Básico,Bloqueado,2022-08-07,1389,-41,0,0,0,1370,Alto,0.0,,Navidad2023,2,1,Si,,,,App iOS,1,,937,Bajo
1713,2023-10-18,2023,10,4,PEDRO rodriguez,Pedro,Rodriguez,pedroNone,False,,49,45-59,,México,Madrid,CP_INVALIDO,Jubilado,VIP,Baja Voluntaria,2024-07-08,688,4,1431.8140598807206,357.95351497018015,0.12605042016806722,952,Alto,548.9623233786376,,,3,,True,2024-09-04,,Online,,0,PENDIENTE,13874,Bajo
1714,2022-01-28,2022,1,1,miguel martinez,Miguel,Martinez,miguel@outlook.es,True,outlook.es,63,60+,M,Chile,Bogotá,CP_INVALIDO,Ingeniero,Corporativo,,2023-03-20,1164,11,346.62616663616365,31.511469694196695,0.2088607594936709,1580,Alto,80.0750321659492,Email Marketing,,6,1,True,,,,,1,,915,Crítico
1715,2022-02-27,2022,2,1,JAVIER  garcia,Javier,Garcia,javier@gmail.com,True,gmail.com,veinticinco,,,Chile,,28001,Ingeniero,Corporativo,Bloqueado,2022-05-16,1472,46,10676.319638686477,232.09390518883646,0.8903225806451613,1550,Alto,2514.1010762068154,,Primavera2024,4,,Activo,,,,Tablet,No,,221,Bajo
1716,2022-03-04,2022,3,1,LUIS fernandez,Luis,Fernandez,correo_invalido_sin_arroba,False,,-96,Menor,1,,Buenos Aires,08001,Médico,Inactivo,Activo,2022-12-20,1254,43,$14125.21530802657,,0.8349514563106796,1545,Alto,,Web,Primavera2024,6,6,Si,,,,App Android,False,RECHAZADO,783,Crítico
1717,2020-07-01,2020,7,3,LUIS,Luis,,luis@yahoo.com,True,yahoo.com,68,60+,,Argentina,,123,Médico,Inactivo,,2020-11-02,2032,29,9166.625403982012,316.09053117179354,0.4035250463821892,2156,Alto,155186.3762733504,Referido,,8,2,1,,,Norte,,False,PENDIENTE,320,Medio
1718,2023-06-25,2023,6,2,PEDRO,Pedro,,pedro@outlook.es,True,outlook.es,51,45-59,Otro,España,Bogotá,,Médico,Inactivo,,2024-05-18,739,25,11639.284608275319,465.5713843310127,0.7029053420805998,1067,Alto,3981.5734601879017,,Primavera2024,4,6,0,,,Móvil,App Android,Sí,VERIFICADO,842,Crítico
1719,fecha_invalida,2022,10,4,martinez,Desconocido,Martinez,cliente1719@gmail.com,True,gmail.com,54,45-59,,Colombia,Barcelona,CP_INVALIDO,Jubilado,,Bloqueado,2023-09-24,976,22,5408.175301615696,245.82615007344074,0.4966139954853273,1329,Alto,1485.315263423423,Redes Sociales,Primavera2024,4,N/A,0,,,Online,Web Móvil,0,RECHAZADO,851,
1720,2020-08-27,2020,8,3,miguel  garcia,Miguel,Garcia,miguel@hotmail.com,True,hotmail.com,54,45-59,F,Argentina,,08001,Médico,,Bloqueado,2020-10-03,2062,-44,0,0,0,1329,Alto,0.0,Evento,BlackFriday,0,1,Activo,,,Sur,Web Móvil,No,,502,Medio
1721,2021-12-20,2021,12,4,miguel fernandez,Miguel,Fernandez,miguel@yahoo.com,True,yahoo.com,52,45-59,,México,CDMX,CP_INVALIDO,Desempleado,Nuevo,,2022-09-19,1346,5,859.0242506299113,171.80485012598226,0.0926497838171711,1619,Alto,193.66513371211713,Referido,Primavera2024,3,N/A,False,,,Sur,App Android,No,,548,
1722,2023-08-25,2023,8,3,carlos sanchez,Carlos,Sanchez,correo_invalido_sin_arroba,False,,veinticinco,,No especificado,,,CP_INVALIDO,Médico,Corporativo,Inactivo,2023-10-21,949,27,1202.8727621761884,44.55084304356254,0.805168986083499,1006,Alto,436.4299783243626,Referido,Navidad2023,-1,2,Si,,,Online,App Android,False,PENDIENTE,419,
1723,2021-12-31,2021,12,4,laura sanchez,Laura,Sanchez,laura@outlook.es,True,outlook.es,66,60+,1,Colombia,Madrid,CP_INVALIDO,Jubilado,,Inactivo,2022-01-02,1606,48,11228.19982146193,233.92082961379023,0.8955223880597015,1608,Alto,2548.6896360905503,App,Navidad2023,6,5,True,,,,Web Móvil,True,,988,
1724,2023-03-05,2023,3,1,Usuario Desconocido,Desconocido,,cliente1724@gmail.com,True,gmail.com,69,60+,1,Colombia,Madrid,08001,Estudiante,VIP,Inactivo,2023-05-11,1112,29,1342.2412872615178,46.28418231936268,0.7379134860050891,1179,Alto,415.53695491980824,App,,9,3,No,,,Sur,App iOS,1,,13894,Medio
1725,12/09/2020,2020,9,3,maria  garcia,Maria,Garcia,,False,,70,60+,,Argentina,CDMX,,Desempleado,Nuevo,Activo,,631,34,12502.249599287086,367.7132235084437,0.48967834853576575,2083,Alto,2190.7446489389276,App,Navidad2023,9,3,0,,,Móvil,App iOS,No,,364,Crítico
1726,2023-05-10,2023,5,2,elena  LOPEZ,Elena,Lopez,elena@gmail.com,True,gmail.com,67,60+,No especificado,Chile,,28001,,Corporativo,Baja Voluntaria,2023-07-28,1034,44,18402.183987522934,418.2314542618849,1.1859838274932615,1113,Alto,6034.858180993594,Web,Primavera2024,6,5,1,2023-10-18,Mal servicio,Centro,App Android,True,VERIFICADO,262,Bajo
1727,2022-05-14,2022,5,2,miguel fernandez,Miguel,Fernandez,miguelNone,False,,-67,Menor,F,,CDMX,08001,,Premium,Baja Morosidad,2022-09-10,1355,31,10523.251537029702,339.45972700095814,0.6309362279511533,1474,Alto,2605.825516292972,Redes Sociales,Verano2023,2,5,True,2023-02-04,,Online,App iOS,1,VERIFICADO,4852,Crítico
1728,fecha_invalida,2020,11,4,elena,Elena,,correo_invalido_sin_arroba,False,,37,30-44,M,Chile,Buenos Aires,,,,Bloqueado,2021-09-09,1721,-47,0,0,0,1474,Alto,0.0,Email Marketing,BlackFriday,8,2,1,,,Sur,Web,1,,-194,Alto
1729,2021-03-08,2021,3,1,laura sanchez,Laura,Sanchez,lauraNone,False,,veinticinco,,0,Argentina,CDMX,,Docente,VIP,Inactivo,2021-05-23,1830,38,$14895.904267167174,,0.5981112277019938,1906,Alto,,Web,,2,,True,,,Online,,Sí,,19755,Alto
1730,2020-07-20,2020,7,3,Usuario Desconocido,Desconocido,,cliente1730@outlook.es,True,outlook.es,79,60+,,España,Barcelona,,Empresario,VIP,,2020-09-03,2092,49,14594.041255092632,297.8375766345435,0.6878802058961161,2137,Alto,2492.6649780574685,,Navidad2023,3,1,True,,,,Web Móvil,No,,11714,Bajo
1731,2023-10-13,2023,10,4,LUIS rodriguez,Luis,Rodriguez,luis@yahoo.com,True,yahoo.com,46,45-59,Otro,Colombia,,08001,Jubilado,Corporativo,Activo,2023-10-13,957,27,1049.165859303985,38.857994789036475,0.8463949843260189,957,Alto,400.15207799995244,,BlackFriday,8,1,True,,,Centro,Tablet,True,RECHAZADO,351,Bajo
1732,2020-08-22,2020,8,3,elena sanchez,Elena,Sanchez,elena@empresa.es,True,empresa.es,74,60+,F,,Bogotá,08001,Empresario,Inactivo,Activo,2020-09-13,2082,43,19509.92565796435,453.7192013480082,0.6131178707224335,2104,Alto,3384.564099409215,Redes Sociales,Verano2023,2,1,False,,,,App Android,0,,251,
1733,2021-08-16,2021,8,3,PEDRO,Pedro,,pedroNone,False,,67,60+,Otro,,CDMX,CP_INVALIDO,Estudiante,Nuevo,Activo,2021-10-21,1679,29,9625.126971104391,331.9009300380825,0.498567335243553,1745,Alto,2013.2787074229816,App,BlackFriday,0,N/A,False,,,Centro,,False,,333,Alto
1734,2021-04-13,2021,4,2,fernandez,Desconocido,Fernandez,correo_invalido_sin_arroba,False,,34,30-44,0,,Bogotá,28001,Empresario,Inactivo,Baja Voluntaria,2022-05-27,1461,10,3602.447652451324,360.2447652451324,0.16042780748663102,1870,Alto,70315.1547136221,Email Marketing,Primavera2024,5,5,Inactivo,2021-07-29,Competencia,Online,Web Móvil,True,RECHAZADO,293,Bajo
1735,2020-10-03,2020,10,4,ana  martinez,Ana,Martinez,anaNone,False,,76,60+,M,,Bogotá,CP_INVALIDO,Ingeniero,Corporativo,Baja Voluntaria,2021-01-27,1946,49,12528.566146926372,255.68502340666066,0.7129000969932104,2062,Alto,2217.7141821668893,,Primavera2024,8,6,0,2021-07-28,No usa,Móvil,Web Móvil,0,VERIFICADO,153,
1736,2023-02-10,2023,2,1,LUIS,Luis,,luis@gmail.com,True,gmail.com,veinticinco,,0,,Buenos Aires,,Estudiante,Básico,Inactivo,2023-02-11,1201,-14,0,0,0,2062,Alto,0.0,,Primavera2024,10,2,Si,,,,App iOS,0,,199,
